,station_name,station_id,latitude,longitude
264,W 170 St & University Ave,8254.01,40.84207,-73.926075
265,E 149 St & Park Ave,7884.04,40.818154,-73.925294
266,Broadway & Moylan Pl,7823.03,40.8143256,-73.9590255
267,Lenox Ave & W 133 St,7790.04,40.81296,-73.941878
268,Fairview Ave & Linden St,5066.03,40.70694,-73.90632
269,St Nicholas Ave & Manhattan Ave,7723.01,40.809725,-73.953149
270,Lenox Ave & W 144 St,7910.01,40.819783,-73.936521
271,Pioneer St & Richards St,4128.08,40.6777748,-74.0094613
272,Myrtle Ave & Lewis Ave,4729.01,40.69681963,-73.93756926
273,36 St & 3 Ave,3460.02,40.655716,-74.006664
274,Brook Ave & E 141 St,7740.08,40.809619,-73.917875
275,Madison Ave & E 99 St,7443.01,40.78948541553215,-73.95242929458618
276,E 167 St & Clay Ave,8088.01,40.83094,-73.91125
277,W 146 St & Broadway,8018.09,40.826969,-73.949738
278,E 160 St & Tinton Ave,7931.05,40.820302,-73.903944
279,Rockaway Ave & Bainbridge St,4285.09,40.68319988172761,-73.91166642308235
280,River Ave & McClellan St,8111.07,40.83406,-73.92243
281,5 Ave & E 72 St,7100.07,40.77282817,-73.96685276
282,E 102 St & Park Ave,7488.24,40.7904828,-73.95033068
283,Fulton St & Utica Ave,4228.02,40.6794268,-73.9298911
284,Creston Ave & E 181 St,8456.02,40.8549,-73.90281
285,Bushwick Ave & Dekalb Ave,4680.05,40.69502,-73.92825
286,E 1 St & 1 Ave,5593.01,40.72335597960796,-73.98864984512329
287,E 32 St & Park Ave,6280.12,40.7457121,-73.98194829
288,Edgecombe Ave & W 145 St,7976.08,40.823498,-73.94386
289,Lafayette Ave & St James Pl,4494.04,40.68851534,-73.9647628
290,Boerum St & Broadway,5004.02,40.70538077,-73.94976519
291,Columbia St & Degraw St,4422.04,40.6859296,-74.00242364
292,Classon Ave & St Marks Ave,4074.03,40.6765198,-73.9596082
293,West St & Liberty St,5184.08,40.711444,-74.014847
294,7 Ave & 40 St,3266.01,40.648169,-74.000057
295,President St & Henry St,4307.13,40.6828003,-73.99990419
296,Pleasant Ave & E 120 St,7579.01,40.7974772,-73.9311847
297,W 53 St & 10 Ave,6890.01,40.76669671,-73.99061728
298,Caton Ave & E 10 St,3230.01,40.648481,-73.97058
299,Lewis Ave & Madison St,4425.02,40.686312,-73.935775
300,DeKalb Ave & S Portland Ave,4546.04,40.68981035,-73.97493121
301,E 15 St & 3 Ave,5863.07,40.734232,-73.986923
302,Grand Concourse & E 171 St,8194.06,40.839549,-73.913004
303,Nevins St & Schermerhorn St,4437.09,40.68737247650719,-73.98176059126854
304,2 Ave & E 99 St,7386.1,40.7862586,-73.94552579
305,Central Park West & W 68 St,7079.06,40.7734066,-73.97782542
306,E 149 St & Eagle Ave,7793.02,40.814046,-73.91186
307,Lefferts Pl & Franklin Ave,4222.02,40.680342423,-73.9557689392
308,Amsterdam Ave & W 180 St,8353.02,40.847396,-73.931205
309,E 141 St & Jackson Ave,7703.14,40.806896,-73.911837
310,Andrew Ave N & Hall of Fame Tce,8520.01,40.85834,-73.91008
311,Broadway & W 185 St,8416.07,40.852538,-73.93441
312,Morgan Ave & Maspeth Ave,5354.01,40.716657,-73.93637
313,Calyer St & Jewel St,5743.02,40.72984,-73.94839
314,5 St & Market St,4843.01,40.6999974843885,-73.97440128028393
315,Lafayette Ave & Hunts Point Ave,7883.06,40.816567,-73.888161
316,Jay St & York St,4895.09,40.70140317257725,-73.98672670125961
317,Chester Ave & 12 Ave,3135.04,40.644367,-73.984276
318,Convent Ave & W 151 St,8049.1,40.82831,-73.942924
319,Greenwood Ave & E 4 St,3353.04,40.650739,-73.977739
320,Jerome Ave & W Fordham Rd,8586.09,40.86294,-73.90108
321,Lexington Ave & E 111 St,7567.06,40.7954121,-73.9441232
322,Irving Ave & Palmetto St,4775.01,40.698,-73.9127
323,Macon St & Nostrand Ave,4214.03,40.680983,-73.950048
324,Moffat St & Bushwick,4357.01,40.68458,-73.90925
325,Harlem River Dr & W 155 St,8085.13,40.830476,-73.939929
326,Division Ave & Marcy Ave,5084.03,40.70708701,-73.95796783
327,Ft. Washington Ave & W 190 St,8496.01,40.856906,-73.935662
328,W 204 St & Vermilyea Ave,8632.07,40.866141,-73.922648
329,E 81 St & Park Ave,7188.1,40.77677702,-73.9590097
330,Madison St & Montgomery St,5262.09,40.713126,-73.984844
331,Academy St & Nagle Ave,8579.05,40.862562,-73.922661
332,Greene St & Prince St,5602.06,40.72511734422387,-73.99930492043495
333,Isham St & Broadway,8665.09,40.86788,-73.919685
334,Bond St & Fulton St,4479.06,40.68962188790333,-73.98304268717766
335,Madison Ave & E 82 St,7188.13,40.7781314,-73.96069399
336,35 St & 23 Ave,7047.07,40.77301508291382,-73.91119033098221
337,Mott St & Prince St,5561.04,40.72317958,-73.99480012
338,W 37 St & 5 Ave,6398.06,40.75038009,-73.98338988
339,Amsterdam Ave & W 125 St,7800.03,40.813358,-73.956461
340,39 St & 2 Ave,3501.01,40.65539977447831,-74.01062786579132
341,E 6 St & 2 Ave,5669.12,40.72737869323223,-73.98840844631195
342,Cedar Ave & W Fordham Rd,8575.02,40.86156,-73.91219
343,10 Ave & W 207 St,8613.09,40.864632,-73.918598
